drug_id,smiles
D00989,CC(=O)O.CCNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1
D00990,CC(=O)O.CC(C)CC(NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NCC(N)=O.O
D00991,OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O
D00992,O=C([O-])CC(S[Au])C(=O)[O-].[H+].[Na+]
D00993,CN(C)CCOC(=O)COc1ccc(Cl)cc1
D00994,CC[N+](C)(C)c1cccc(O)c1.[Cl-]
D00995,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-]
D00996,CNC[C@H](O)c1ccc(O)c(O)c1.Cl
D00997,Cl.c1ccc(CC2=NCCN2)cc1
D00998,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-]
D00999,CC(=O)OCC[N+](C)(C)C.[Cl-]
D01000,CC(C[N+](C)(C)C)OC(N)=O.[Cl-]
D01001,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-]
D01002,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl
D01003,COS(=O)(=O)[O-].C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1
D01004,Br.CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2
D01005,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-]
D00464,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
D00465,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
D00466,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+]
D00467,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
D00468,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
D00469,C[n+]1ccccc1/C=N/O.[Cl-]
D00470,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
D00471,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
D00472,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
D00473,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO.O
D00051,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
D00052,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
D00054,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
D00055,O=C(O)c1cc(=O)[nH]c(=O)[nH]1
D00056,CCc1nc2ccccc2c(C(=O)OCc2cc(C)ccc2C)c1C
D00208,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
D00209,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
D00210,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
D00211,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
D00212,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O
D00238,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
D00240,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-]
D00241,NCC(CC(=O)O)c1ccc(Cl)cc1
D00242,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1
D00243,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O
D00695,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl.Cl
D00696,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl
D00697,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
D00698,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
D00699,CCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+]
D00881,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
D00882,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O
D00883,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12.Cl
D00884,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O
D00885,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O
